"A.occurrences","B.occurrences","A.coverage","B.coverage"
35,45,85,81
0,2,79,91
1,0,72,89
1,0,84,78
0,4,102,84
1,0,81,77
0,2,89,85
0,1,81,86
1,0,78,87
35,40,85,79
0,1,82,87
2,0,85,83
0,2,82,81
1,0,85,74
45,43,91,80
8,0,85,74
0,3,101,82
0,1,80,82
1,0,91,94
2,0,80,73
5,5,89,78
2,4,86,68
39,38,85,73
2,0,89,86
0,1,85,88
1,0,69,70
0,1,82,67
41,40,86,83
1,0,98,77
1,0,81,88
10,0,93,88
0,1,82,80
34,45,69,87
1,0,92,78
0,1,84,79
1,0,73,68
3,0,90,65
0,1,80,86
1,0,85,75
0,1,77,95
18,2,70,78
0,2,86,100
0,4,91,70
1,0,84,74
1,0,99,82
1,0,75,79
1,0,95,73
1,0,71,74
6,0,71,67
1,0,91,83
0,8,63,58
0,1,84,90
1,0,85,74
27,2,100,80
0,15,80,76
1,0,87,90
4,0,83,76
0,1,81,88
3,0,90,79
4,0,73,82
0,1,80,76
1,0,75,75
1,0,93,85
0,1,81,79
1,0,73,79
1,0,76,75
2,0,79,73
1,0,83,72
0,17,88,76
1,0,85,89
1,0,76,78
37,40,78,85
35,42,76,96
2,0,93,85
0,3,86,102
1,0,72,94
46,36,82,75
0,1,88,94
2,0,84,82
1,0,73,83
1,0,90,91
0,1,78,81
32,40,72,76
0,5,81,100
2,0,91,69
0,7,83,64
1,0,76,85
5,0,90,79
0,1,91,90
0,2,81,78
0,1,94,79
1,0,95,85
1,0,88,90
1,0,76,77
1,0,70,105
2,0,75,70
0,1,73,85
0,1,90,85
1,0,72,78
0,3,94,73
2,0,92,85
1,0,70,85
1,0,82,82
1,0,86,90
43,34,84,82
0,1,65,71
0,1,77,76
1,0,88,92
1,0,89,85
0,6,94,81
39,43,70,88
1,0,83,84
1,0,79,86
2,1,65,73
0,1,71,93
1,0,77,103
0,2,90,78
0,1,71,78
0,6,81,84
1,0,100,85
0,1,95,83
1,0,90,83
0,1,78,85
0,1,88,75
0,6,89,87
49,35,95,76
0,3,93,84
2,3,86,79
1,0,80,88
1,0,81,92
0,21,90,82
0,1,82,92
1,0,88,86
0,2,92,71
41,36,84,72
1,0,105,85
46,38,81,72
1,0,84,92
6,0,80,83
0,1,91,91
0,16,90,90
9,1,71,70
10,0,95,78
1,0,93,87
0,1,87,87
1,0,74,78
2,0,83,90
1,0,87,73
0,5,71,72
3,0,101,99
0,1,77,88
1,0,77,94
1,0,90,91
1,0,77,89
1,0,96,83
0,1,79,91
0,1,95,86
0,1,83,66
1,0,77,85
0,2,70,81
18,35,78,75
0,8,92,95
0,1,68,74
1,0,74,81
1,0,76,99
0,13,74,66
1,0,64,75
1,0,80,79
3,0,83,103
0,1,96,88
1,0,80,77
2,0,77,87
0,1,82,70
1,0,82,98
1,0,91,85
1,0,83,93
0,2,83,77
0,17,83,89
1,0,74,101
0,25,84,93
1,0,99,72
1,0,70,83
1,0,80,87
1,0,84,96
1,0,102,84
7,2,88,95
1,0,84,68
1,0,70,75
2,0,86,65
0,1,94,81
0,1,91,85
0,1,100,84
0,2,74,76
0,25,82,84
0,2,83,81
0,1,96,88
1,0,78,78
0,2,81,79
2,0,87,74
2,0,74,80
1,0,89,82
1,0,64,78
1,0,89,75
2,0,73,81
1,0,88,92
1,0,83,89
1,0,86,75
1,0,74,84
0,1,72,96
4,0,83,78
0,3,87,95
1,0,75,77
4,0,82,96
1,1,78,84
0,3,96,89
1,0,85,98
2,0,89,81
44,37,70,96
1,0,80,106
0,1,88,102
44,31,85,62
36,43,84,87
1,0,80,77
31,33,76,72
1,0,95,73
1,0,79,76
0,1,85,69
0,2,87,75
0,1,63,79
1,0,87,97
0,11,84,120
0,2,78,70
5,4,83,72
1,0,83,84
0,1,82,83
9,51,78,89
2,0,92,90
0,1,74,96
0,1,69,80
1,0,80,82
5,0,81,74
1,0,79,72
0,1,80,91
3,0,77,85
1,0,75,73
0,2,89,77
0,12,90,73
0,1,82,74
0,1,78,68
12,43,77,79
3,0,75,77
0,2,96,88
0,1,92,76
0,1,87,82
0,1,75,69
1,0,70,87
50,39,94,97
0,3,80,74
0,1,77,81
0,3,77,72
0,1,98,58
1,0,71,88
1,0,81,78
1,0,74,98
0,2,88,90
1,0,77,80
30,44,73,92
0,1,81,88
1,0,92,82
2,0,73,76
2,0,73,92
45,45,108,83
34,38,88,76
0,13,83,79
1,0,113,81
6,0,88,87
0,2,85,81
37,38,85,77
1,0,97,71
1,0,96,79
1,0,75,78
3,0,82,87
5,1,83,74
0,1,86,84
0,1,101,72
2,0,85,91
0,2,91,94
1,0,91,83
0,2,71,81
1,0,85,72
1,0,82,83
3,0,93,105
2,0,79,76
1,0,88,84
0,1,86,73
0,1,61,92
48,39,98,78
0,1,75,73
6,0,84,77
2,0,89,90
0,1,83,88
2,0,90,80
1,0,94,99
1,0,88,78
1,0,92,90
2,0,91,81
1,0,59,96
1,0,83,74
0,2,64,90
0,2,85,80
3,0,83,86
10,0,92,76
1,0,61,95
1,0,76,82
6,0,83,66
0,1,69,92
1,0,84,65
1,0,88,83
3,6,79,75
0,11,68,82
0,1,92,68
1,0,90,80
1,0,78,90
0,1,86,84
4,0,84,77
0,11,73,72
3,0,84,79
0,2,89,84
3,0,72,77
1,0,88,86
0,1,70,95
0,2,85,95
1,0,83,67
1,0,89,87
0,1,100,97
3,0,91,67
5,0,95,94
0,2,68,82
12,0,85,78
2,0,75,86
0,2,94,87
4,0,80,77
0,1,73,83
0,23,72,87
0,1,95,89
1,0,77,82
1,0,81,85
2,0,76,70
1,0,74,92
1,0,78,95
8,0,77,86
1,0,88,90
40,50,82,95
3,0,81,103
1,0,91,80
0,1,94,74
1,0,75,76
2,0,87,101
0,13,90,87
1,0,96,68
0,14,80,84
3,0,89,78
0,1,62,80
2,0,94,72
0,1,78,87
1,0,80,82
0,1,68,80
0,1,83,68
1,0,99,87
1,0,78,95
1,0,85,72
36,49,79,89
0,1,77,98
1,0,80,88
2,0,86,79
1,0,93,78
2,0,79,91
0,8,77,80
17,38,75,83
1,0,72,68
1,0,65,62
38,47,87,97
2,0,90,84
6,0,95,79
1,0,83,98
1,0,73,86
1,0,77,87
2,0,72,73
1,0,74,93
0,2,86,70
0,1,82,83
0,1,83,94
1,0,90,77
6,2,94,76
0,1,93,82
23,30,83,68
0,1,94,72
1,0,87,96
0,2,86,78
0,1,66,84
0,2,82,96
0,15,73,73
0,2,84,73
2,0,93,88
1,0,95,79
2,0,87,82
0,4,72,79
0,3,84,90
1,0,83,89
0,1,91,86
0,2,85,96
0,2,107,78
1,0,85,81
1,0,78,83
3,0,89,60
3,0,101,89
0,20,92,83
0,3,92,80
0,1,78,80
0,1,81,68
0,4,77,81
22,0,91,70
2,0,81,90
1,0,84,77
1,0,79,71
1,0,89,77
0,11,88,78
1,0,67,73
21,0,76,93
1,0,92,87
42,41,87,88
1,0,89,77
0,1,78,86
2,0,89,85
45,36,77,71
0,14,62,78
1,0,77,79
1,0,95,79
1,0,86,91
1,0,76,70
1,0,81,101
0,1,93,90
4,0,75,67
1,0,78,79
0,1,80,85
0,11,84,86
1,0,66,97
1,0,93,68
0,1,89,90
5,0,95,82
35,33,81,81
9,40,80,84
1,0,82,80
0,1,78,64
1,0,89,87
1,0,78,87
0,1,93,92
0,1,74,80
0,2,102,64
2,0,105,61
1,0,95,91
55,43,103,78
45,45,97,88
5,0,76,91
0,1,87,90
0,1,91,89
1,0,82,82
51,34,99,84
1,0,75,100
1,0,84,98
0,1,81,87
0,1,89,75
1,0,86,79
0,1,93,70
2,0,87,98
1,0,85,76
0,3,85,82
3,0,90,91
31,45,79,86
0,1,103,81
4,0,77,99
0,1,91,76
0,2,76,90
1,3,68,83
1,0,97,90
29,31,65,64
2,0,70,88
0,28,80,86
1,0,87,80
1,0,71,85
4,0,97,76
0,1,78,94
11,45,75,84
1,0,93,77
0,12,83,70
32,44,65,83
1,0,84,80
0,12,77,85
2,0,75,55
1,0,81,97
16,21,87,64
1,0,87,90
1,0,94,80
4,0,85,79
0,2,83,80
0,1,71,88
1,0,82,74
1,0,78,89
0,1,78,79
0,1,70,78
1,0,68,80
2,0,86,91
0,13,88,83
0,15,87,64
3,0,81,77
0,9,84,81
0,20,81,72
0,1,92,97
0,1,86,76
39,44,75,77
2,0,102,96
43,55,85,101
3,0,98,79
1,0,86,74
3,0,88,73
1,0,95,102
0,1,97,83
2,0,59,88
36,33,81,70
2,0,80,87
2,0,75,86
0,2,99,79
0,2,89,81
1,0,95,81
2,0,81,72
0,1,91,83
2,0,60,84
1,0,88,86
0,1,99,87
0,9,80,92
43,36,75,86
1,0,81,73
5,1,80,84
1,0,80,81
0,3,92,85
1,0,95,91
0,2,85,72
40,43,88,81
0,12,94,72
0,1,75,91
0,2,73,82
0,2,68,80
0,1,82,93
1,0,73,93
1,0,89,75
0,1,86,83
1,0,76,79
51,40,92,69
1,0,85,89
4,0,84,107
0,1,91,75
10,43,80,95
1,0,86,86
0,1,91,82
0,1,70,88
0,2,90,77
1,0,87,70
2,0,91,84
0,1,83,71
1,0,82,79
2,0,72,88
34,39,73,80
1,0,81,87
35,30,74,72
0,4,84,97
16,42,92,81
1,0,87,75
0,17,90,87
3,0,92,78
1,0,66,76
1,0,94,80
5,0,83,79
1,0,96,86
1,0,91,96
0,1,98,86
1,0,87,73
0,8,73,91
1,0,90,74
0,22,103,77
5,27,80,79
0,1,73,86
43,42,83,93
8,0,75,66
0,2,89,104
0,6,104,82
0,1,86,73
3,0,97,79
0,5,85,86
0,1,62,85
1,0,89,92
1,0,90,94
57,50,95,97
0,2,94,89
1,0,81,66
2,0,81,83
0,1,77,89
0,8,89,93
0,2,63,84
1,0,75,77
52,41,104,87
0,2,79,79
1,0,92,78
18,7,80,84
1,0,87,79
0,1,86,83
0,1,78,80
1,0,62,81
0,1,84,67
0,1,93,79
1,0,82,75
0,1,74,104
1,0,108,88
0,3,83,92
0,1,93,68
0,1,78,94
3,15,87,76
24,1,77,87
0,5,93,94
54,48,99,84
1,0,86,84
9,42,73,75
1,0,84,76
41,46,81,86
0,1,82,99
39,34,73,74
1,0,87,93
4,0,66,74
0,1,78,93
1,0,86,84
2,0,77,76
1,0,76,99
0,3,89,99
1,0,69,85
1,0,87,85
0,1,81,70
0,1,80,79
0,1,80,78
1,0,78,86
42,38,84,82
1,0,98,73
0,3,104,102
1,0,77,94
2,0,78,63
30,40,76,85
0,2,84,82
1,0,90,96
0,1,98,80
0,1,70,91
1,0,95,74
0,2,78,87
2,0,74,69
0,1,75,89
0,5,87,78
0,1,69,87
0,2,99,87
8,1,79,86
0,2,73,78
0,1,85,77
2,0,79,96
0,2,78,85
1,0,83,87
1,0,65,83
36,41,69,78
2,0,84,94
2,0,83,67
15,44,76,87
51,40,102,86
0,4,85,91
0,3,88,84
2,0,93,81
2,0,95,81
11,39,77,77
2,0,64,72
0,3,74,99
0,1,83,91
32,31,78,64
40,35,81,76
0,12,79,74
1,0,68,87
35,48,54,95
10,0,70,85
3,5,61,80
0,1,84,95
43,46,89,73
2,0,71,83
2,0,90,80
1,0,76,84
0,1,77,80
2,0,90,65
1,0,71,78
1,0,78,77
6,0,80,88
31,4,92,92
5,0,84,87
1,0,72,84
2,0,80,94
0,10,70,104
1,0,86,84
1,0,78,101
1,0,87,80
1,18,92,74
1,0,76,82
0,8,75,89
2,0,74,78
1,0,76,78
41,41,85,78
0,4,93,78
0,1,84,98
0,5,85,76
0,1,77,89
1,0,82,92
0,1,79,95
3,0,83,96
0,1,84,80
1,0,81,100
0,1,83,84
1,0,97,76
1,0,95,78
1,0,78,70
2,0,67,70
0,1,84,94
13,3,96,78
1,0,74,79
2,0,64,92
0,9,79,82
1,0,92,74
0,1,84,93
2,1,67,94
2,0,90,81
0,1,82,84
39,33,70,72
46,39,92,75
38,38,66,85
44,45,74,95
0,8,85,82
1,0,91,72
1,0,80,93
1,0,77,71
0,4,93,92
1,0,94,71
3,0,78,89
0,3,80,75
47,37,101,83
1,0,81,81
0,1,82,76
0,9,101,72
3,0,75,85
14,0,68,75
42,40,93,72
2,0,85,87
3,6,92,88
0,11,73,85
1,0,84,64
1,0,84,92
1,0,83,76
0,1,78,69
0,1,102,79
1,0,83,82
1,0,79,81
0,1,94,77
1,0,70,76
0,1,82,80
3,0,62,86
0,2,72,77
1,0,89,89
15,40,70,90
1,0,85,82
0,5,73,90
0,1,100,80
2,0,98,85
1,0,83,77
47,44,90,80
0,1,97,62
1,0,88,68
2,0,90,58
1,0,72,86
36,38,73,72
48,45,92,78
0,1,78,87
3,0,77,100
0,1,78,81
1,0,73,94
0,1,89,83
2,0,77,86
1,0,77,82
38,38,81,86
1,0,63,70
36,49,77,90
1,0,86,91
0,1,75,69
0,1,75,73
0,2,82,99
0,2,64,80
1,0,83,87
5,0,73,83
1,0,63,100
1,0,81,79
0,1,95,76
3,1,94,75
2,0,84,75
2,0,96,96
2,0,88,71
0,1,87,89
1,0,77,78
0,7,86,86
1,0,80,85
0,1,96,97
0,1,76,80
1,0,89,95
2,0,84,88
1,0,93,80
19,38,88,80
0,1,77,87
0,12,99,77
0,1,75,88
1,0,91,70
2,0,89,106
2,0,73,85
2,0,80,73
0,1,86,88
1,0,74,84
0,1,74,79
1,0,98,78
0,2,85,84
0,1,83,85
0,1,98,79
0,21,83,93
25,2,100,86
0,1,90,76
1,0,99,85
1,0,77,90
0,8,86,85
49,45,92,91
0,1,104,114
2,0,78,81
0,1,84,94
1,0,87,81
0,3,72,89
0,1,100,115
1,0,81,78
0,4,79,86
47,42,90,92
0,11,90,97
0,16,80,80
0,1,68,72
1,0,86,69
34,35,77,78
0,2,91,108
32,42,77,88
0,2,84,86
0,1,85,68
5,0,90,81
1,0,71,78
1,0,83,92
0,1,104,92
1,0,83,93
1,0,93,69
45,32,97,79
0,11,77,84
0,1,83,66
0,1,75,60
21,2,83,87
48,40,89,83
1,0,80,76
1,0,106,102
0,1,96,92
0,1,87,80
36,28,67,73
1,0,77,80
1,0,105,83
0,2,84,82
2,0,75,71
0,1,69,76
1,0,89,100
1,0,83,73
1,0,89,76
0,1,90,72
0,19,68,70
0,1,78,74
66,33,107,76
2,0,75,86
0,2,78,92
0,1,74,86
0,1,78,77
1,0,91,85
35,41,77,88
0,1,57,95
1,0,73,80
0,18,73,83
20,2,89,88
0,3,79,76
0,2,75,84
13,0,83,77
1,0,88,76
1,0,83,83
40,50,82,97
2,1,87,82
2,0,76,87
0,7,89,82
8,38,86,89
1,0,78,78
0,1,80,82
2,0,85,85
1,0,86,83
1,0,86,81
6,0,93,89
1,0,71,89
0,2,88,67
0,2,92,83
1,0,76,70
3,0,86,88
42,36,77,81
46,36,81,85
0,3,71,65
1,0,90,84
38,37,80,80
4,0,92,95
5,0,83,94
3,0,103,76
42,36,89,76
0,2,93,91
10,33,72,91
1,0,78,73
0,1,93,79
1,0,80,91
0,1,99,77
0,1,91,84
0,1,83,64
1,0,83,79
0,11,75,80
2,0,85,77
0,1,88,63
1,0,88,103
1,0,93,80
0,9,71,84
0,23,66,75
5,0,81,86
7,0,84,78
0,1,71,87
1,0,77,83
1,0,76,92
0,2,74,90
0,1,82,102
3,2,85,104
2,0,97,92
1,0,88,76
41,42,81,77
2,0,86,88
1,0,85,88
2,0,74,87
0,1,87,96
1,0,72,75
34,55,81,96
0,1,85,97
1,0,101,90
1,0,90,80
0,1,81,72
41,37,76,76
1,0,92,92
0,1,89,93
2,0,82,71
1,0,82,65
0,9,99,83
8,0,94,94
45,40,94,78
0,1,82,66
2,0,96,78
6,0,103,86
2,0,83,78
37,31,81,78
0,7,74,107
10,1,81,76
3,0,73,67
49,51,92,99
1,0,84,89
2,0,61,93
0,2,78,82
2,0,91,64
49,36,94,73
0,1,80,76
3,20,84,85
1,0,83,77
3,0,81,78
0,1,71,74
1,0,62,74
1,0,87,86
1,0,92,78
0,1,93,93
14,34,77,66
1,0,93,75
1,0,89,85
2,0,93,91
2,0,77,71
0,1,68,106
2,0,99,106
41,32,74,69
2,0,73,75
1,0,84,72
5,2,92,75
0,1,84,74
1,0,84,80
1,0,84,76
6,0,77,82
52,53,104,92
2,0,91,95
1,0,75,92
2,0,73,91
1,0,72,85
1,0,83,83
4,0,70,77
1,0,86,90
0,1,108,85
40,47,85,85
1,0,85,88
0,12,69,84
1,0,85,89
15,40,80,84
0,1,80,92
1,0,77,93
0,2,74,86
0,10,85,92
13,2,86,74
1,3,77,109
1,0,79,83
0,1,92,97
4,0,89,69
29,49,66,91
2,0,91,77
8,0,104,86
1,0,88,90
8,0,89,79
0,1,92,87
2,0,81,88
0,1,81,69
1,0,78,84
1,0,72,91
37,46,77,94
1,0,85,67
1,0,95,76
1,0,104,81
1,0,82,89
0,2,85,83
0,2,77,76
0,1,91,77
1,0,94,89
3,0,89,75
0,1,105,72
1,0,77,66
5,0,77,97
0,1,84,85
1,0,96,87
3,0,84,88
16,0,79,79
53,31,91,78
36,51,76,97
0,1,81,73
1,0,86,81
40,37,83,90
4,0,80,89
0,11,92,81
2,0,84,88
1,0,65,100
0,2,85,94
1,0,89,80
1,0,80,94
0,2,79,77
0,15,84,75
0,12,92,79
0,22,80,73
1,0,91,80
1,0,80,87
1,0,78,88
0,2,87,90
1,0,69,76
39,42,79,80
0,1,67,99
1,0,87,71
3,0,87,65
5,0,87,89
1,0,83,80
3,0,94,95
2,0,86,79
3,0,93,94
0,1,81,81
1,0,76,72
1,0,77,91
2,0,75,68
2,3,88,73
1,0,96,87
1,0,85,90
12,0,94,89
1,0,68,78
1,0,83,79
1,0,91,88
2,0,86,86
0,2,79,77
3,0,81,80
1,0,71,94
2,0,69,80
2,0,76,62
47,33,95,83
3,0,85,80
0,1,89,83
0,1,82,88
1,0,69,89
0,13,83,76
0,3,86,92
2,0,91,64
2,0,76,81
2,0,85,90
0,1,80,69
48,46,88,68
0,1,80,79
0,1,77,88
1,0,82,84
1,0,78,71
0,15,82,79
0,2,82,93
1,0,68,77
0,1,106,86
9,40,74,79
1,0,82,89
1,0,92,86
0,7,74,93
1,0,76,68
1,0,72,84
7,0,111,84
1,0,91,89
1,0,69,76
0,1,72,84
0,1,97,80
0,14,81,89
0,1,98,92
0,2,88,103
1,0,89,69
0,2,84,86
7,45,71,87
1,0,89,105
1,0,94,107
0,1,98,99
0,1,78,93
47,45,94,88
1,0,87,68
0,14,80,85
1,0,67,76
0,1,80,69
0,1,80,83
1,0,86,75
0,9,77,85
0,2,81,82
1,0,92,72
0,1,85,93
0,1,87,71
44,43,87,78
0,1,81,73
1,0,77,111
16,1,85,80
2,0,63,89
1,0,88,89
0,1,93,80
5,0,92,78
7,0,86,80
0,2,78,100
1,0,85,73
2,0,82,58
1,2,76,80
2,0,77,74
0,1,72,76
1,0,69,80
0,1,87,91
0,1,77,85
0,4,86,84
0,1,86,77
2,0,73,87
0,17,77,83
43,43,81,79
1,0,72,98
1,0,87,84
38,36,70,68
4,2,70,92
2,0,96,68
0,2,84,76
6,0,74,93
0,5,79,76
26,6,78,93
1,0,88,95
5,0,87,82
0,2,101,74
0,1,76,92
0,2,96,75
1,0,72,90
1,0,82,81
0,2,90,70
0,1,81,94
0,1,82,88
1,0,83,77
1,0,90,95
1,0,73,74
1,0,70,92
2,0,100,66
2,0,89,100
0,5,72,66
2,0,86,96
3,1,70,83
2,0,87,98
0,1,60,85
1,0,86,89
7,3,65,100
6,5,94,83
1,0,88,80
0,1,72,79
0,2,86,78
1,0,98,97
36,36,71,82
1,0,96,75
0,2,94,89
0,1,94,84
5,1,84,83
22,1,91,87
0,1,77,73
1,0,71,108
0,5,81,88
0,1,79,83
1,0,77,54
1,0,93,79
37,43,73,75
2,0,79,95
2,0,81,92
11,2,71,94
0,1,89,100
0,1,78,78
3,0,84,65
1,0,73,74
2,0,84,103
29,4,84,86
2,0,94,92
1,0,75,87
1,0,98,86
0,2,96,85
44,41,80,77
1,0,81,78
0,1,96,89
0,10,74,89
0,1,76,78
0,1,74,91
1,0,86,77
12,33,78,75
7,3,84,62
1,0,82,88
3,0,79,92
0,2,97,85
0,1,75,83
0,1,86,77
0,1,79,87
1,0,81,96
0,2,81,84
2,0,87,91
1,0,71,86
1,0,77,83
0,1,86,96
36,45,73,87
1,0,74,94
3,0,87,78
0,1,73,75
1,0,87,82
1,0,81,85
1,0,73,71
0,4,77,99
0,13,83,92
1,0,95,95
1,0,98,91
1,0,74,90
1,0,86,79
43,35,84,75
0,1,87,74
2,0,81,72
0,3,75,92
1,0,67,85
0,1,87,75
0,1,76,75
0,1,84,90
35,49,77,81
0,1,83,76
0,1,84,87
0,1,82,82
0,1,87,83
1,0,80,85
0,8,78,74
0,1,99,85
3,0,103,85
10,0,90,77
6,0,86,79
4,0,80,95
3,0,72,71
42,34,86,76
0,12,88,72
0,1,78,81
6,5,84,87
1,0,89,77
45,31,82,83
26,2,76,86
14,41,71,82
0,3,76,95
1,0,103,75
1,0,96,80
36,52,73,85
0,6,81,75
1,0,88,82
0,1,82,64
0,1,73,98
42,37,70,83
1,0,81,66
0,5,83,77
1,0,79,79
1,0,87,79
1,0,66,89
2,0,91,77
1,0,87,100
0,1,87,76
10,0,90,87
2,20,81,95
1,0,60,85
0,1,82,99
0,6,88,85
2,37,79,98
0,4,91,59
0,9,81,77
1,0,72,93
49,32,95,76
1,0,86,85
0,2,80,94
0,1,84,89
1,0,78,95
1,0,84,65
28,41,71,79
0,1,81,87
0,1,79,92
0,1,91,85
44,39,75,75
0,8,85,77
0,1,88,98
2,0,90,87
3,0,79,77
0,27,73,92
1,0,74,82
0,2,69,76
1,0,91,64
1,0,75,71
0,1,88,87
47,46,110,80
2,0,82,101
0,1,85,83
2,0,74,65
0,11,83,88
1,0,82,75
1,0,73,70
1,0,77,81
1,0,91,86
1,0,76,84
1,0,69,86
2,0,80,82
0,16,90,83
32,38,71,88
1,0,94,98
1,0,101,71
5,0,80,81
0,1,66,87
1,0,94,77
0,1,82,89
1,0,75,81
46,43,82,97
0,1,82,102
1,0,75,97
2,0,87,92
0,5,91,89
42,48,84,83
0,1,84,73
1,0,105,95
43,50,92,87
0,1,88,82
0,1,80,84
1,0,78,88
2,0,84,87
4,0,86,86
1,0,82,73
1,0,88,81
0,1,80,78
2,0,90,81
34,33,76,67
13,0,91,70
4,22,82,76
1,0,96,74
0,13,93,88
2,0,72,71
40,49,88,77
1,0,76,66
0,3,73,97
0,1,80,93
0,2,65,72
0,1,86,84
0,2,82,86
0,1,92,79
1,0,86,94
1,0,75,81
0,1,77,72
2,0,82,84
1,0,98,73
2,0,87,89
1,0,97,95
1,0,72,85
3,0,92,92
7,0,100,85
2,0,95,102
2,0,89,81
2,0,75,84
1,0,93,94
28,51,59,96
0,3,85,80
0,17,73,91
1,0,78,69
0,1,58,76
0,1,76,67
1,0,83,84
1,0,86,83
2,0,89,79
12,0,70,101
1,0,92,82
45,47,75,87
2,0,85,81
0,2,81,80
1,0,89,72
1,0,84,70
1,0,77,77
1,0,76,76
1,0,74,99
14,6,71,82
1,0,68,80
0,1,82,61
1,0,86,79
0,1,88,68
0,1,88,87
44,43,92,99
2,0,100,87
1,0,86,71
43,31,82,69
1,0,80,89
48,38,98,86
1,0,83,73
1,0,87,76
3,0,83,93
1,0,80,107
1,0,84,78
0,1,80,56
0,8,88,77
0,1,93,79
1,0,95,85
0,1,70,101
0,1,103,73
47,46,88,91
0,3,89,70
0,1,95,85
4,1,79,68
1,0,72,78
5,0,89,76
34,4,92,96
0,1,82,91
0,2,84,63
0,3,96,77
0,2,78,80
1,0,89,80
3,0,73,81
4,0,73,83
0,1,77,88
3,0,80,80
38,39,84,83
1,0,80,89
0,1,81,65
0,1,99,73
0,8,74,70
43,35,82,75
0,2,75,79
39,39,75,77
1,0,69,71
1,0,105,84
12,15,82,75
1,0,85,83
1,0,85,81
1,0,96,67
1,0,88,76
1,0,88,96
1,0,86,70
1,0,92,101
0,1,87,85
21,7,91,79
1,0,83,98
36,42,78,87
2,0,81,70
0,12,88,82
0,1,76,86
2,0,79,79
1,0,82,88
2,0,89,70
1,0,72,103
54,38,89,87
0,1,83,85
1,0,96,94
31,39,71,74
0,2,74,89
5,0,95,98
1,0,92,86
1,0,77,85
25,4,96,71
1,0,88,93
1,0,78,57
1,0,78,85
0,1,73,69
0,12,77,87
4,0,73,78
0,1,78,69
4,0,72,92
45,30,75,74
1,0,85,76
0,1,78,75
1,0,87,77
0,1,81,75
49,47,95,100
1,0,68,65
0,1,96,73
3,23,71,71
1,0,83,76
3,0,76,76
1,0,76,83
2,0,79,80
2,0,85,84
1,0,92,81
1,0,76,88
1,0,85,83
4,0,81,88
0,1,84,91
53,43,92,70
0,1,92,75
1,0,73,75
10,2,82,61
1,0,74,73
1,0,76,86
0,1,82,86
9,0,86,85
0,1,77,75
1,0,94,88
1,0,84,89
2,0,69,83
0,1,76,78
44,35,80,92
0,26,79,79
1,0,91,97
2,0,83,82
34,42,85,73
0,1,85,66
0,3,89,76
1,0,81,67
2,0,77,85
0,1,77,96
1,0,81,77
39,37,76,85
39,42,77,85
1,0,88,85
2,0,81,84
1,0,67,68
0,1,79,74
1,0,74,84
0,1,102,82
1,0,90,82
2,0,74,105
1,0,91,92
31,38,86,86
0,1,81,92
1,0,84,65
1,0,78,88
1,0,88,86
1,0,85,91
0,1,86,83
1,0,80,98
1,0,93,87
0,1,98,65
1,0,84,86
1,0,83,60
0,3,76,98
2,0,68,73
0,3,69,74
0,4,91,70
0,9,84,93
1,0,86,96
2,0,95,93
0,1,86,72
37,44,82,95
0,12,63,82
1,0,80,96
0,2,88,92
1,0,78,77
0,1,78,79
51,49,89,87
1,0,88,99
0,1,72,94
40,42,87,81
0,2,83,88
3,0,79,79
1,0,91,82
1,1,77,95
1,0,111,74
40,42,75,97
43,42,75,78
0,2,103,91
0,2,90,77
3,0,83,66
1,0,68,87
0,1,78,66
0,2,95,93
1,0,74,86
1,0,87,88
0,1,87,84
3,0,93,87
0,9,89,81
0,17,92,95
0,1,90,83
0,3,69,88
0,1,83,80
41,45,87,83
0,1,88,86
0,1,98,66
1,0,72,75
0,2,89,85
5,0,82,87
0,2,81,76
1,0,92,81
0,1,76,79
1,0,79,103
1,0,95,84
1,0,60,70
0,1,81,87
34,2,102,89
1,0,84,89
36,41,66,80
0,2,75,78
0,1,74,90
0,14,77,83
1,0,72,86
48,46,95,75
0,1,76,88
1,0,81,89
0,1,74,92
1,0,83,73
42,47,90,87
35,38,77,68
3,0,80,74
0,1,87,79
0,1,90,70
0,1,95,93
1,0,88,79
0,1,72,78
1,0,85,72
2,0,70,77
9,0,75,83
0,1,73,82
2,0,81,98
1,0,84,84
0,1,72,81
0,1,93,88
0,1,81,62
8,40,76,77
0,2,88,81
1,0,71,87
1,0,82,76
1,0,82,90
0,1,80,81
1,0,97,73
2,0,96,81
8,0,93,77
0,1,94,92
39,38,74,72
1,0,80,78
50,39,84,79
3,0,103,69
1,0,75,76
14,48,82,85
2,0,90,76
0,1,91,78
2,0,83,85
33,40,75,77
4,0,82,74
42,47,86,92
13,53,78,95
1,0,75,78
0,1,88,68
1,0,80,86
14,40,70,85
1,0,78,82
2,0,92,83
0,3,89,94
1,0,81,73
0,1,78,85
2,0,75,85
1,0,86,79
0,4,70,105
2,1,75,81
2,0,94,100
1,0,95,84
0,1,95,79
12,14,95,66
1,0,64,100
0,1,78,67
0,2,69,66
3,0,83,76
1,0,90,82
0,2,78,85
1,0,83,82
0,1,81,78
60,47,101,89
1,0,73,83
0,1,84,82
2,0,88,100
0,1,91,82
37,38,82,71
0,1,95,93
46,47,95,79
0,2,88,91
1,0,78,81
1,0,70,75
1,0,72,78
0,3,88,80
0,1,95,75
0,9,72,88
0,2,81,90
1,0,76,78
5,0,77,77
1,0,81,87
0,2,65,82
