"S1","S2"
80,69
68,83
84,76
89,70
67,77
66,80
90,69
74,89
58,86
98,69
87,93
75,63
93,83
68,79
84,88
91,70
86,82
61,87
83,75
66,81
93,89
81,102
73,88
83,80
74,107
75,69
73,76
75,84
79,79
81,70
81,75
71,72
86,81
93,68
85,72
79,87
82,87
79,65
71,84
71,82
84,78
101,74
58,80
72,79
85,74
69,90
69,90
100,48
68,68
87,75
72,72
76,91
80,92
76,84
89,79
84,80
81,78
70,71
95,81
72,81
72,83
86,74
76,64
68,91
99,82
78,71
79,74
65,81
80,72
74,64
72,94
75,84
85,81
60,83
72,84
76,82
75,76
77,88
82,73
90,84
65,63
88,102
96,89
79,76
68,74
66,80
82,85
71,83
82,61
75,73
72,78
80,71
81,85
81,72
85,72
80,76
80,83
79,78
57,73
70,77
81,76
75,76
75,70
75,90
60,81
69,69
78,79
86,84
84,69
74,92
82,95
88,84
84,77
90,87
85,88
93,72
76,68
92,78
75,71
76,70
91,80
84,81
75,86
79,76
90,79
67,83
83,61
78,66
84,99
89,92
80,77
82,82
75,91
78,88
86,77
79,92
61,82
88,98
85,84
85,84
70,68
75,78
85,94
80,82
81,100
83,63
83,64
66,65
91,79
78,77
74,76
89,93
92,89
80,77
87,87
80,85
86,73
85,75
67,71
97,96
103,69
73,74
72,71
78,63
86,88
76,90
79,78
75,82
73,85
73,77
80,83
72,76
72,76
74,73
79,77
76,78
78,58
78,58
84,83
74,79
86,78
78,72
77,55
85,80
100,95
73,74
86,82
67,82
95,82
85,71
74,79
65,74
76,74
83,81
84,61
62,79
81,82
72,85
81,82
91,91
75,71
78,80
71,93
82,70
94,80
76,76
84,76
66,72
89,92
85,59
90,74
82,65
77,78
70,90
73,86
62,76
90,78
68,80
75,96
66,87
91,72
68,81
71,81
75,83
74,91
67,73
87,76
69,78
80,79
77,78
86,63
72,76
86,83
76,92
82,66
77,69
70,77
86,78
76,73
67,75
78,65
85,84
80,79
85,80
88,88
88,80
78,85
77,84
85,81
90,93
85,69
81,87
84,93
73,78
91,80
73,83
85,85
87,75
74,70
75,82
89,59
77,69
83,72
87,74
84,76
88,85
80,70
74,74
90,69
80,90
80,90
73,68
68,78
77,82
87,72
90,66
98,86
83,79
86,85
74,79
85,86
78,79
74,68
78,92
77,92
68,66
87,89
73,76
79,83
74,71
86,79
65,76
80,93
86,78
83,82
91,81
89,81
80,96
90,70
73,81
75,79
82,74
76,73
71,78
92,67
80,92
68,93
84,82
48,64
80,75
65,100
83,79
65,65
82,79
90,70
80,76
78,77
81,84
70,69
87,74
102,81
85,70
86,92
81,81
71,70
76,79
65,84
75,77
68,78
75,89
76,93
80,81
73,81
76,100
69,83
65,87
65,71
78,84
78,79
91,74
93,100
88,80
71,73
79,78
86,71
85,82
92,79
75,71
85,78
74,77
93,98
88,68
81,84
75,72
84,72
93,89
69,75
85,83
77,74
69,75
81,99
65,84
74,80
89,75
80,71
80,76
73,89
62,71
85,77
90,67
76,91
84,79
84,81
73,80
80,82
95,82
84,80
75,69
77,79
69,80
78,85
92,62
68,77
81,63
86,82
75,77
84,75
81,81
74,93
64,78
74,85
74,73
70,68
76,86
71,87
88,72
74,68
89,87
83,79
83,89
83,99
91,76
80,83
97,79
66,87
78,77
90,74
89,66
74,77
84,76
87,74
88,91
81,84
66,67
79,100
85,91
78,80
92,68
88,76
80,76
90,78
82,79
78,85
66,77
87,72
80,70
80,79
90,84
74,78
71,76
74,88
75,75
92,101
75,79
98,88
78,82
79,67
81,83
84,80
87,73
80,73
82,69
68,77
74,94
75,80
76,84
61,84
84,74
96,80
84,84
74,90
91,77
60,76
80,68
95,87
67,92
90,91
104,88
80,83
81,80
87,88
75,84
74,78
69,87
93,70
73,69
90,90
78,70
75,73
86,63
77,84
75,72
84,70
83,74
85,88
86,76
67,77
79,71
108,76
78,77
78,77
74,87
99,85
91,88
93,89
76,83
82,66
85,89
78,98
80,82
60,66
92,78
81,87
90,87
83,59
71,76
86,75
61,79
81,89
87,82
86,93
86,82
63,80
70,97
83,99
89,65
63,80
91,74
79,88
78,77
76,75
77,93
60,84
84,80
76,90
86,88
69,73
87,81
74,88
67,62
62,93
78,65
91,75
77,91
81,76
80,93
86,76
94,74
83,75
73,68
76,99
78,86
80,84
84,80
82,76
88,83
82,64
80,82
78,71
83,83
77,76
80,74
100,92
78,97
77,94
92,86
88,88
100,77
70,93
78,88
80,80
88,70
86,93
87,75
85,77
80,80
67,81
81,84
85,81
78,73
90,89
91,74
94,79
93,83
87,77
66,84
85,74
68,100
73,92
67,70
70,87
73,74
78,74
77,75
91,88
66,82
79,75
92,86
82,91
82,95
86,82
62,79
69,79
85,68
75,89
74,101
75,78
80,88
80,78
83,98
98,101
72,92
82,97
91,76
80,95
82,83
77,65
77,85
69,88
78,77
88,89
80,84
77,74
64,90
84,84
82,84
79,83
78,71
83,90
81,82
81,76
79,72
95,87
69,83
80,69
94,87
64,74
71,78
78,82
71,87
96,69
81,87
97,64
71,74
79,79
80,82
68,79
71,71
58,72
72,85
76,72
75,78
71,66
81,90
78,85
87,89
73,71
84,78
90,91
89,99
82,100
69,67
88,64
72,69
80,101
74,76
75,89
90,78
79,79
82,85
91,88
88,73
95,78
70,88
75,63
72,90
91,85
61,78
77,73
71,82
84,77
66,73
75,72
80,78
75,82
81,79
72,89
75,85
98,71
87,71
90,71
93,84
100,72
68,83
91,73
87,81
88,79
74,83
71,70
70,82
77,76
77,90
80,83
75,72
74,75
89,77
82,90
89,90
84,62
87,90
80,76
82,84
60,71
81,82
95,76
75,78
67,74
77,63
69,88
72,75
78,75
81,71
71,85
74,74
78,82
87,67
100,75
71,78
75,76
69,83
86,71
75,80
91,67
95,80
88,82
66,73
93,98
73,78
80,74
83,89
83,85
76,71
75,69
58,82
82,69
98,75
86,73
86,73
77,104
59,91
78,85
83,79
86,76
75,93
91,76
74,98
83,63
72,85
66,94
78,94
73,77
69,83
72,92
68,88
65,79
79,64
83,77
77,61
86,64
75,81
91,87
81,64
90,103
101,96
93,73
73,87
99,87
65,73
68,83
83,83
74,75
74,75
62,84
67,84
67,84
96,83
96,81
83,72
59,88
73,90
77,72
91,81
81,89
69,83
84,82
80,70
94,74
94,80
69,104
78,65
79,72
74,89
80,83
90,69
80,89
74,73
73,66
79,80
78,69
63,81
82,91
90,82
85,92
70,82
92,84
82,81
76,75
83,77
95,78
75,80
78,81
68,87
79,83
59,69
65,72
84,72
59,84
83,75
84,69
81,81
70,79
67,80
85,73
84,86
87,86
69,80
83,78
86,74
72,77
88,79
75,71
71,93
80,86
68,82
82,77
70,89
84,72
84,91
101,89
78,72
97,67
83,79
81,81
75,73
82,82
72,93
73,76
87,90
89,90
77,69
64,94
62,79
79,75
74,74
80,93
64,101
92,110
59,82
84,98
71,71
78,72
77,77
79,82
84,70
69,87
75,77
88,83
87,72
89,72
79,92
69,78
80,86
91,66
91,88
72,70
70,95
78,81
80,87
83,72
80,93
67,89
77,95
92,77
94,74
80,79
77,104
79,86
76,72
80,81
88,85
61,83
93,82
95,82
89,84
90,88
85,97
64,96
78,85
85,64
86,71
86,86
86,92
75,77
67,80
84,73
75,66
90,88
95,72
83,78
89,63
71,83
91,85
90,71
79,78
100,68
85,76
91,62
76,75
75,75
86,82
76,70
77,81
78,81
81,75
86,75
93,91
92,84
81,77
84,75
76,69
83,86
73,85
89,70
89,68
80,83
88,67
84,85
86,73
71,82
73,81
85,70
72,88
83,71
75,78
81,82
82,85
87,87
82,69
78,76
80,91
73,62
77,99
67,78
79,79
76,93
70,84
89,76
75,97
84,81
69,86
73,74
73,82
66,86
67,79
85,60
87,90
76,80
88,81
78,83
82,78
60,79
75,65
87,67
79,73
81,90
70,71
65,72
79,83
79,76
79,88
96,90
82,82
86,65
69,79
87,88
72,73
80,78
95,103
80,85
69,71
87,92
81,75
80,67
90,72
83,73
87,80
77,84
90,93
70,75
86,71
65,71
86,87
72,85
88,72
68,82
75,97
79,80
84,62
78,72
78,72
87,76
71,70
82,79
64,86
76,81
84,82
57,84
58,82
82,87
74,86
78,88
76,65
96,57
82,83
81,82
97,96
75,81
87,91
71,69
73,68
71,62
83,84
66,49
63,91
81,70
72,83
83,67
86,83
79,96
80,84
92,92
98,88
87,82
71,78
85,87
75,82
83,76
82,78
88,77
71,73
76,90
81,84
69,77
66,83
89,91
79,87
67,68
92,83
87,80
75,70
82,96
77,92
82,82
71,78
67,88
91,80
69,94
74,62
69,82
89,96
72,64
64,84
78,56
80,86
87,89
74,82
76,81
71,75
81,75
77,81
84,88
84,98
92,81
82,83
75,78
78,61
89,82
89,80
76,74
82,80
78,74
92,79
78,80
84,63
83,65
79,94
71,86
94,90
73,84
91,78
95,100
85,90
82,82
87,81
85,58
79,77
67,80
86,72
73,82
74,81
79,89
89,77
77,87
83,65
77,73
84,76
90,82
82,80
82,81
88,84
70,60
75,73
80,68
75,84
90,76
80,70
74,78
74,83
78,85
81,76
71,80
77,76
74,84
91,85
82,73
82,73
86,80
71,84
75,94
74,67
84,78
80,80
87,74
79,88
79,76
84,70
89,82
76,90
89,85
82,81
73,78
79,72
84,72
78,73
85,82
78,85
71,85
86,81
79,94
84,94
82,77
74,91
68,90
87,72
78,73
62,77
83,77
86,76
94,78
85,90
75,81
83,77
100,74
70,70
59,82
81,80
71,94
89,92
81,79
91,74
89,94
103,93
79,74
89,77
85,64
76,76
67,82
83,78
93,71
73,76
91,89
93,82
92,85
73,69
68,79
70,82
69,78
72,87
73,69
89,78
72,81
89,59
71,79
83,91
87,92
76,84
76,89
81,68
89,93
77,83
78,82
81,77
87,85
74,75
64,73
67,91
75,81
75,74
94,81
87,88
80,68
79,93
67,70
87,81
70,77
69,86
76,96
75,86
70,70
62,88
68,83
100,78
75,88
77,70
83,78
72,79
93,60
76,88
90,82
77,87
73,81
72,83
80,79
75,62
81,74
77,92
72,99
67,85
78,77
89,70
69,84
81,86
88,85
84,92
70,89
81,85
72,63
74,69
81,88
83,90
88,86
85,91
86,93
86,87
64,70
79,69
77,82
67,72
89,71
74,69
68,81
88,77
89,88
79,84
62,83
72,82
53,90
81,75
72,92
73,73
78,91
83,81
77,91
75,81
82,76
86,67
90,82
92,83
75,81
66,87
75,87
84,86
83,79
78,79
77,78
68,86
87,62
91,80
85,72
84,89
74,81
87,87
88,88
76,94
84,81
86,79
87,69
68,75
63,91
67,81
87,82
70,62
66,82
78,80
79,58
79,94
88,82
81,77
83,68
87,63
77,91
67,88
71,83
88,77
77,84
77,84
90,85
80,92
76,78
74,75
82,89
79,67
71,80
74,89
69,95
74,89
81,79
82,75
84,70
82,70
74,85
85,87
74,91
83,83
86,92
95,73
76,86
69,86
83,78
78,62
76,75
78,71
72,69
68,88
65,83
86,82
64,68
82,80
66,91
75,66
89,91
92,86
85,93
72,76
82,83
66,78
74,64
64,85
79,77
60,79
78,75
69,84
61,81
83,85
81,80
88,85
89,79
86,78
81,86
85,94
75,91
91,80
75,85
77,77
78,95
76,84
77,78
80,90
83,84
67,86
83,70
82,79
75,99
74,88
81,68
87,69
90,78
79,94
87,91
92,65
81,69
70,84
86,82
81,73
82,82
76,94
88,84
90,86
88,82
81,78
86,79
90,87
74,81
70,73
83,73
84,75
65,76
93,84
94,70
79,80
75,63
80,81
82,82
78,87
75,77
81,85
75,79
81,83
70,86
72,73
69,79
74,76
78,72
89,82
87,71
79,73
81,92
86,72
68,89
93,76
81,80
76,84
91,92
89,85
97,90
83,71
66,65
71,88
64,73
77,85
90,83
81,73
79,86
72,73
96,91
70,100
72,79
74,76
82,85
75,89
88,78
68,80
68,76
77,63
84,91
77,89
82,80
74,79
88,81
85,74
86,67
76,78
69,78
82,84
78,97
83,79
88,64
64,82
71,94
76,104
77,80
74,63
76,82
89,74
72,78
87,85
81,79
87,64
70,89
76,69
92,83
92,69
79,96
91,79
86,78
101,85
83,71
80,86
76,90
64,87
82,81
81,90
69,83
62,80
71,80
86,87
76,69
71,79
88,85
82,88
83,87
78,86
79,81
80,94
100,81
66,72
73,84
91,85
72,71
73,78
86,69
87,70
70,78
94,82
88,83
80,91
78,67
91,80
77,90
76,79
82,86
75,70
80,107
88,68
84,76
58,84
74,96
64,89
84,88
78,78
98,60
94,91
88,77
81,78
67,79
82,74
86,60
86,60
91,76
83,88
92,84
72,69
87,77
82,81
87,82
94,88
73,86
84,85
97,78
91,73
79,70
74,69
85,70
91,72
87,83
74,82
74,62
77,65
84,67
100,76
81,89
99,86
68,90
103,79
77,92
94,71
69,80
85,99
81,79
78,83
69,86
66,89
86,82
79,77
91,79
76,88
81,80
90,73
68,73
92,76
90,77
75,88
72,104
81,84
87,75
81,74
77,75
89,81
91,76
82,87
83,89
89,77
91,82
84,91
87,82
86,82
77,82
87,80
71,78
85,78
86,70
89,73
75,89
65,74
75,79
61,81
81,80
66,77
62,81
80,80
72,84
82,84
79,96
77,98
86,78
73,71
86,78
77,88
73,70
67,81
93,83
73,89
87,86
65,83
74,90
76,85
82,71
70,68
69,94
80,96
65,73
93,62
79,87
89,76
57,75
76,74
77,73
83,84
91,71
89,78
78,78
89,82
77,67
72,69
83,83
74,92
92,77
78,82
70,99
65,76
75,87
93,80
94,71
74,86
81,88
78,71
87,79
80,80
77,72
77,70
75,90
86,71
83,79
86,75
95,80
96,83
91,67
80,87
105,97
71,76
83,92
76,80
79,68
85,75
65,70
81,88
74,70
68,79
81,77
79,92
73,93
82,75
79,90
87,73
71,69
87,80
67,76
84,91
78,88
91,89
76,94
77,87
96,87
85,84
81,80
98,73
76,83
79,81
82,83
88,70
78,68
71,92
67,99
75,66
71,72
101,88
64,70
62,76
94,92
70,58
75,86
79,84
66,97
82,91
75,78
83,69
78,81
78,79
77,87
80,86
70,85
90,68
75,89
98,84
83,89
87,97
82,82
67,76
83,89
72,84
70,72
74,71
76,89
94,93
87,84
83,84
91,83
59,83
96,92
73,94
81,75
78,75
78,75
74,62
83,78
84,83
78,80
75,72
67,67
71,64
80,87
67,67
85,79
88,79
78,73
64,68
71,79
70,66
84,82
85,82
69,82
91,73
79,90
91,76
74,96
86,90
87,84
85,67
71,88
84,91
79,95
78,82
84,77
87,75
81,103
79,88
84,82
84,82
80,82
79,82
90,81
77,79
80,78
78,64
74,79
54,75
93,89
65,74
85,84
77,84
91,90
86,85
79,79
83,84
94,67
55,74
61,88
94,90
85,89
82,79
66,93
80,86
82,81
88,72
82,99
80,87
79,89
83,99
77,80
100,98
86,75
74,82
80,86
104,84
67,86
93,69
88,80
83,81
81,84
82,68
98,93
96,84
75,92
85,90
86,62
86,79
70,72
82,78
70,71
93,76
83,70
86,75
66,64
72,90
68,88
79,78
78,92
90,78
87,79
77,79
87,76
85,80
87,75
96,83
84,83
86,78
80,86
93,91
64,84
72,78
87,85
86,76
99,82
88,70
69,71
73,79
82,81
76,81
84,75
74,75
75,65
88,92
62,80
88,85
78,67
74,80
77,88
86,91
84,96
71,59
84,72
76,73
79,88
71,71
83,98
92,93
77,76
93,66
88,84
87,96
97,77
74,86
71,75
73,85
96,66
62,93
77,81
85,75
74,90
87,92
84,89
94,77
88,85
74,92
76,90
83,80
70,82
73,76
96,70
76,86
77,72
71,67
73,86
86,92
88,96
86,86
96,78
96,78
74,83
83,72
79,88
82,79
77,70
89,83
92,87
70,98
88,72
84,80
75,79
91,83
86,79
87,83
75,75
82,91
78,76
82,66
84,88
77,85
78,86
65,88
87,88
86,92
89,79
75,74
80,88
63,76
107,67
88,65
87,68
79,69
73,75
69,92
87,88
84,88
88,81
69,82
81,89
96,76
77,91
81,75
90,77
82,81
88,74
72,80
65,82
73,80
81,89
71,74
91,84
79,83
63,72
73,69
79,70
76,90
86,81
83,69
80,93
65,88
75,96
90,97
72,84
82,68
83,72
87,78
67,95
87,72
87,74
79,79
70,76
79,94
95,82
85,75
78,89
70,78
75,80
74,79
64,89
81,80
79,88
92,73
90,87
86,92
81,86
68,76
80,93
85,80
54,80
73,82
75,74
78,90
88,83
88,90
95,76
72,95
83,74
76,69
67,74
89,80
80,86
98,78
80,67
82,66
89,74
70,72
72,68
78,81
77,78
85,72
79,76
73,87
64,80
77,84
78,74
77,84
83,68
75,77
71,86
63,71
86,80
75,85
78,94
92,72
99,83
96,75
85,87
79,85
82,73
77,80
83,79
71,78
70,76
83,82
75,79
68,87
69,85
83,80
59,96
78,73
80,92
59,84
68,84
93,82
74,69
75,63
79,73
88,78
84,90
83,70
84,95
83,72
71,88
69,74
79,78
79,77
78,71
85,66
87,63
79,81
77,84
73,70
75,82
72,75
85,91
76,82
91,80
108,75
84,81
89,78
84,84
75,71
74,62
76,77
94,74
65,86
78,62
89,90
92,82
80,84
68,83
98,82
99,93
70,92
92,86
72,80
81,84
74,73
63,92
83,82
79,78
71,79
81,88
83,92
73,84
95,83
82,84
92,81
85,74
85,73
81,75
74,72
70,82
76,70
71,84
78,82
71,89
93,86
74,70
79,87
76,67
94,87
58,77
87,85
82,98
84,80
72,70
96,78
79,94
76,84
76,81
84,83
95,87
83,84
80,78
82,67
92,84
71,81
88,68
73,94
76,70
88,84
87,72
85,73
92,75
70,87
73,81
81,84
69,77
95,83
91,87
82,67
86,71
98,87
95,84
78,75
87,56
82,88
84,88
81,67
87,75
62,78
83,76
85,83
76,80
91,75
78,88
99,76
73,97
91,71
80,84
92,82
79,87
76,73
83,78
89,66
89,80
81,83
73,88
93,75
77,89
85,96
70,76
79,76
79,78
87,83
69,80
65,77
71,65
78,74
87,88
82,64
85,71
79,56
94,73
95,79
78,87
72,110
70,80
85,79
78,69
93,84
77,78
86,98
78,67
80,75
80,64
76,71
70,75
63,79
94,86
95,74
84,70
75,91
81,95
72,89
105,80
94,81
88,67
83,84
92,94
75,90
93,85
74,80
83,82
94,87
78,86
79,70
74,76
88,92
92,82
64,78
94,78
71,78
68,81
84,76
77,78
96,83
81,101
75,90
84,89
82,78
82,78
86,94
83,83
85,87
101,82
85,109
83,80
91,74
81,91
73,81
87,87
82,83
84,92
81,72
89,73
76,77
88,78
66,80
87,74
84,83
68,66
58,67
59,85
82,86
81,81
84,75
79,77
80,68
97,70
96,66
86,78
88,68
86,67
85,84
86,81
88,86
87,89
74,97
85,83
84,74
98,84
102,87
99,70
66,79
97,70
68,79
86,82
79,88
85,91
72,90
74,91
72,80
67,92
100,90
73,94
85,92
80,88
86,80
91,76
85,83
87,88
82,68
82,74
76,79
73,78
74,73
85,86
73,84
71,93
93,91
83,87
63,84
67,89
95,79
90,81
79,68
94,78
94,90
88,84
90,85
78,82
78,80
80,79
78,100
82,81
72,72
78,70
96,80
63,91
77,74
96,96
76,81
72,78
96,73
72,86
94,93
76,72
83,81
75,78
88,71
63,80
76,79
79,78
72,77
98,81
69,80
70,68
59,92
96,89
68,79
86,81
78,67
69,78
77,74
73,74
89,81
83,76
86,90
95,86
82,81
84,82
82,86
79,79
87,90
96,72
70,83
104,66
66,94
94,87
89,83
74,63
80,82
78,81
76,82
75,82
89,78
83,74
89,95
93,81
77,64
67,68
91,87
80,66
75,78
78,68
73,89
91,91
88,71
90,75
78,99
84,84
79,79
81,80
70,90
82,79
76,74
80,84
79,75
95,95
87,71
86,85
71,66
88,87
81,74
81,81
94,94
93,75
88,68
78,75
81,89
91,78
82,72
86,81
90,81
87,68
92,79
85,71
87,81
97,85
84,79
69,69
65,79
90,94
85,82
86,85
72,84
83,84
79,87
81,88
64,101
94,80
82,77
87,91
93,85
76,90
78,62
87,92
81,57
73,81
82,82
71,83
97,73
73,86
83,70
80,80
77,93
73,76
74,91
80,76
71,77
91,72
81,68
96,72
75,98
89,75
73,78
72,75
92,84
80,72
76,81
83,95
82,83
90,83
74,65
80,74
89,87
77,92
58,78
82,81
72,98
70,77
83,88
88,74
91,78
78,69
86,70
80,74
78,79
83,100
87,88
75,81
59,86
73,88
70,78
79,74
99,76
83,90
70,100
78,78
82,92
88,77
89,88
70,67
91,82
88,74
88,76
94,76
88,71
111,88
82,86
75,94
79,96
86,74
79,103
68,82
74,101
90,73
67,70
70,89
90,81
80,69
92,72
79,86
95,84
84,71
78,78
81,73
78,93
85,87
79,80
80,73
81,71
90,80
75,67
80,76
84,90
84,81
62,84
81,73
82,82
100,84
73,85
86,77
79,84
75,85
82,101
82,70
86,86
88,87
80,73
82,78
79,82
91,74
84,92
80,71
88,86
81,82
84,86
88,81
84,78
83,85
86,99
75,81
87,96
91,75
88,84
68,91
82,78
100,84
67,82
78,82
82,95
75,74
83,70
70,81
82,77
81,89
68,94
72,84
89,76
95,78
91,85
86,84
70,79
79,74
83,79
73,84
88,80
74,77
78,74
89,80
80,77
83,72
90,90
78,93
80,73
64,74
87,67
74,78
75,71
77,70
82,76
82,75
93,76
76,77
99,83
84,78
63,79
90,80
84,69
91,71
92,76
93,88
100,82
80,71
77,77
71,90
75,79
77,72
96,71
72,94
79,76
66,83
78,78
80,80
62,83
78,87
93,76
88,81
70,76
81,79
80,66
78,82
69,70
80,82
90,95
79,99
77,86
75,93
75,72
83,73
76,80
87,71
80,88
73,69
81,82
72,80
86,72
83,84
79,67
69,72
61,79
74,80
89,84
95,76
77,64
73,75
84,79
76,102
74,79
82,99
73,74
71,78
78,70
80,92
95,86
81,94
99,69
79,81
77,74
73,88
57,76
76,79
75,78
57,74
83,95
92,75
74,91
92,79
92,80
95,86
73,72
90,101
90,83
77,73
80,89
74,79
65,85
83,72
87,80
78,71
80,84
78,84
77,80
79,76
78,86
88,60
89,68
87,80
71,65
74,88
71,90
84,85
84,94
97,88
91,100
62,78
81,76
76,78
80,77
103,70
76,83
76,99
76,67
76,74
82,79
92,79
60,83
92,85
75,88
86,84
92,91
72,68
82,71
64,85
68,96
71,86
70,87
84,79
70,77
91,71
83,89
79,85
79,79
86,74
77,69
89,82
85,96
87,85
75,70
88,64
76,98
102,85
93,82
96,77
89,86
81,89
96,77
69,99
82,85
80,95
87,80
79,77
82,84
55,87
83,64
76,74
99,81
77,78
91,79
79,74
92,63
85,79
89,74
85,87
81,84
91,88
82,89
78,92
69,83
89,73
85,64
70,76
89,83
82,84
74,81
77,57
83,91
86,81
91,94
91,77
75,88
74,91
63,65
70,83
78,98
69,67
74,75
92,70
85,84
70,82
87,92
61,61
82,75
91,61
66,79
64,91
77,86
86,83
96,81
74,94
94,86
84,87
82,82
77,77
81,83
81,75
84,75
94,76
65,86
87,73
88,67
65,63
66,83
100,72
70,88
80,98
87,89
79,87
68,73
88,84
84,93
78,77
82,77
80,72
88,65
84,91
80,88
84,69
88,86
89,88
94,70
79,79
75,81
77,68
76,75
86,81
84,82
82,88
81,89
62,77
74,76
99,79
81,80
60,95
75,80
94,65
90,70
83,72
71,67
78,89
74,71
80,72
75,93
73,81
98,86
79,80
77,80
74,75
66,95
74,70
98,86
68,74
75,84
82,68
92,93
83,97
83,101
63,71
73,85
81,80
95,75
72,74
71,65
83,77
74,104
78,95
95,91
83,98
88,66
76,70
64,96
84,86
86,86
77,89
87,89
80,74
83,91
60,82
95,85
85,71
68,88
80,82
97,73
71,85
84,84
84,71
62,71
90,75
89,78
86,100
70,78
79,77
64,86
77,63
82,75
98,84
80,75
81,81
98,77
69,77
85,80
100,84
80,75
104,84
78,80
86,79
73,74
74,66
87,84
73,80
72,89
78,87
61,72
70,82
84,81
81,98
96,83
83,83
84,96
82,85
82,71
75,87
84,88
79,82
68,80
74,74
74,70
83,62
68,76
64,76
79,75
86,93
94,80
92,73
81,98
92,84
95,83
76,76
65,62
92,79
77,86
71,94
86,92
69,78
79,81
90,78
77,79
77,75
77,72
85,75
76,86
74,70
85,80
77,75
69,95
86,69
83,75
64,63
79,61
70,70
73,77
74,77
78,77
70,75
63,64
72,76
79,76
76,86
88,82
75,89
93,83
79,96
86,73
79,76
79,86
97,74
90,75
86,98
70,92
68,83
75,82
80,76
84,77
82,88
90,106
73,65
76,84
91,60
83,85
79,87
75,75
76,91
88,81
79,77
74,69
74,83
90,71
78,73
77,74
76,74
87,90
73,65
90,84
71,76
83,83
95,68
73,71
75,89
77,87
97,85
87,94
84,60
91,84
74,78
80,91
63,93
91,62
88,77
88,86
71,87
62,79
63,74
76,77
81,92
61,71
68,82
86,84
76,76
84,88
79,80
72,59
81,82
80,72
88,71
67,99
87,76
78,71
98,76
84,72
79,78
71,94
70,85
98,84
84,94
91,77
70,83
79,79
75,88
86,72
80,90
87,85
72,76
79,91
95,99
72,85
73,71
73,71
84,82
74,63
83,77
88,76
99,78
72,81
83,81
77,86
75,94
75,75
82,85
85,86
79,75
78,93
68,85
90,100
64,75
82,85
69,79
83,77
98,85
79,76
82,98
97,86
86,71
54,42
80,74
85,79
92,81
71,67
72,78
87,79
84,83
67,89
66,77
67,85
81,90
87,76
102,89
88,71
75,87
71,67
79,66
81,85
83,86
85,80
77,84
76,55
80,53
64,85
81,85
74,86
87,85
77,78
85,74
85,82
75,81
94,80
83,81
81,78
81,79
74,79
96,93
86,103
78,86
71,76
84,66
85,92
58,69
82,78
75,80
87,91
75,71
74,75
89,77
83,91
85,79
88,72
89,84
78,95
70,72
90,79
86,61
93,88
83,75
86,82
96,73
71,97
83,93
94,79
70,81
74,83
78,85
72,76
83,81
84,84
87,91
74,72
76,70
88,77
75,68
90,72
105,62
67,96
86,81
79,71
79,58
81,71
79,81
77,96
66,84
65,86
78,75
87,66
83,81
98,74
95,70
75,65
79,73
72,78
89,89
92,78
69,81
95,69
87,68
65,95
85,82
83,76
81,87
87,74
82,81
67,76
84,91
92,95
81,88
98,70
87,70
87,90
81,93
78,75
93,73
95,47
95,81
78,74
73,88
90,81
80,74
77,71
93,66
84,83
103,76
80,82
66,73
83,63
74,74
73,91
82,87
96,84
71,90
84,73
81,73
98,72
96,74
94,96
96,75
89,80
79,107
88,82
59,77
72,67
92,72
88,86
75,78
69,76
81,85
77,71
91,73
76,67
73,75
77,77
84,67
81,79
71,80
71,83
69,92
81,71
98,85
70,84
90,90
74,76
75,94
109,82
86,80
89,63
96,89
71,84
77,67
71,85
93,75
74,100
75,86
84,70
84,78
70,83
79,85
90,77
68,79
84,75
87,76
75,83
68,80
72,75
73,69
75,71
86,99
71,79
76,90
84,87
77,65
75,74
85,66
71,80
81,79
72,90
76,82
79,69
76,83
60,77
88,86
75,72
64,79
83,73
79,85
96,74
80,67
85,75
82,89
76,82
85,80
66,85
92,77
70,74
73,69
82,77
67,71
67,84
75,66
88,78
83,80
74,89
94,90
94,86
84,78
83,83
68,97
79,93
83,89
73,87
76,85
90,75
82,89
79,78
85,90
86,74
81,68
77,79
86,76
81,76
80,86
99,85
88,79
76,82
77,88
93,97
70,78
92,87
91,85
105,73
74,81
98,86
74,65
90,65
88,72
72,86
82,87
90,93
71,73
85,69
73,64
79,75
68,63
83,96
79,87
73,87
79,81
86,68
78,80
70,92
78,79
74,80
67,80
85,78
75,84
87,85
71,79
87,85
87,96
73,86
68,93
79,80
91,67
89,93
82,83
97,76
78,70
72,67
89,65
100,82
63,71
63,71
65,66
79,88
79,84
84,79
70,87
72,79
93,76
92,71
59,85
90,95
89,69
76,78
80,83
78,72
82,84
85,74
91,83
74,82
79,87
70,89
79,77
82,84
82,87
82,87
62,84
102,89
76,94
85,74
89,95
79,80
82,92
67,85
89,77
80,81
70,77
86,71
81,68
64,88
87,69
67,83
77,74
74,70
81,68
65,79
77,80
77,65
86,88
83,87
88,62
66,90
73,67
64,83
64,98
68,73
84,88
83,68
84,86
79,88
78,79
87,70
77,68
90,80
92,77
83,72
65,70
74,77
81,60
83,89
75,79
74,62
77,76
83,72
77,67
77,68
72,89
71,85
90,86
94,56
74,83
88,79
76,77
83,91
78,71
60,65
79,76
80,71
66,90
68,68
88,91
91,94
86,74
89,77
88,91
76,83
83,69
79,61
67,101
82,77
71,68
91,88
85,64
85,52
83,77
77,71
77,71
81,82
71,83
70,73
74,87
91,90
77,77
78,90
81,66
63,80
89,72
83,93
81,89
85,81
65,81
83,74
